1,Futebol
2,Futsal
3,Vôlei
4,Basquete
5,Handebol
6,Rugby
7,Futebol Americano
8,Beisebol
9,Tênis
10,Tênis de Mesa
11,Badminton
12,Squash
13,Beach Tennis
14,Vôlei de Praia
15,Judô
16,Karatê
17,Boxe
18,Jiu-Jitsu
19,Muay Thai
20,MMA
21,Esgrima
22,Taekwondo
23,Natação
24,Surfe
25,Polo Aquático
26,Remo
27,Vela
28,Canoagem
29,Atletismo
30,Ginástica Artística
31,Ginástica Rítmica
32,Levantamento de Peso
33,Tiro com Arco
34,Ciclismo
35,Skate
36,Golfe
