1,Violão
2,Guitarra Elétrica
3,Contrabaixo
4,Violino
5,Violoncelo
6,Harpa
7,Ukulele
8,Cavaquinho
9,Banjo
10,Piano
11,Teclado Sintetizador
12,Órgão
13,Acordeom (Sanfona)
14,Flauta Doce
15,Flauta Transversa
16,Clarinete
17,Saxofone
18,Oboé
19,Fagote
20,Trompete
21,Trombone
22,Tuba
23,Trompa
24,Bateria
25,Pandeiro
26,Cajón
27,Atabaque
28,Xilofone
29,Triângulo
30,Congas
31,Tímpano
